StateAb,DivisionId,DivisionNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition(0 for TPP candidates),ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercentage
VIC,221,Kooyong,41098,GVIC,The Greens,CARTER,Jackie,3,40763,LP,Liberal,HAMER,Amelia,2,1064,11.960
VIC,221,Kooyong,41098,GVIC,The Greens,CARTER,Jackie,3,40827,ALP,Australian Labor Party,CROSBY,Clive,7,7836,88.040
VIC,221,Kooyong,41611,ON,Pauline Hanson's One Nation,BRACHE,Camille,4,40763,LP,Liberal,HAMER,Amelia,2,999,83.180
VIC,221,Kooyong,41611,ON,Pauline Hanson's One Nation,BRACHE,Camille,4,40827,ALP,Australian Labor Party,CROSBY,Clive,7,202,16.820
VIC,221,Kooyong,41384,CYA,Trumpet of Patriots,VADER,David,5,40763,LP,Liberal,HAMER,Amelia,2,848,75.440
VIC,221,Kooyong,41384,CYA,Trumpet of Patriots,VADER,David,5,40827,ALP,Australian Labor Party,CROSBY,Clive,7,276,24.560
VIC,221,Kooyong,36081,IND,Independent,RYAN,Monique,6,40763,LP,Liberal,HAMER,Amelia,2,6492,16.670
VIC,221,Kooyong,36081,IND,Independent,RYAN,Monique,6,40827,ALP,Australian Labor Party,CROSBY,Clive,7,32463,83.330
VIC,228,Melbourne,0,,,First Preferences,,0,40817,ALP,Australian Labor Party,WITTY,Sarah,2,30541,61.320
VIC,228,Melbourne,0,,,First Preferences,,0,40765,LP,Liberal,HUNT,Steph,7,19267,38.680
VIC,228,Melbourne,41607,ON,Pauline Hanson's One Nation,CASEY,Melanie,1,40817,ALP,Australian Labor Party,WITTY,Sarah,2,773,31.710
VIC,228,Melbourne,41607,ON,Pauline Hanson's One Nation,CASEY,Melanie,1,40765,LP,Liberal,HUNT,Steph,7,1665,68.290
VIC,228,Melbourne,42101,IND,Independent,SMITH,Tim,3,40817,ALP,Australian Labor Party,WITTY,Sarah,2,920,56.970
VIC,228,Melbourne,42101,IND,Independent,SMITH,Tim,3,40765,LP,Liberal,HUNT,Steph,7,695,43.030
VIC,228,Melbourne,42099,IND,Independent,KOUTOUFIDES,Anthony,4,40817,ALP,Australian Labor Party,WITTY,Sarah,2,1670,52.120
VIC,228,Melbourne,42099,IND,Independent,KOUTOUFIDES,Anthony,4,40765,LP,Liberal,HUNT,Steph,7,1534,47.880
VIC,228,Melbourne,41119,GVIC,The Greens,BANDT,Adam,5,40817,ALP,Australian Labor Party,WITTY,Sarah,2,36650,95.300
VIC,228,Melbourne,41119,GVIC,The Greens,BANDT,Adam,5,40765,LP,Liberal,HUNT,Steph,7,1807,4.700
VIC,228,Melbourne,41381,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,HUANG,Helen,6,40817,ALP,Australian Labor Party,WITTY,Sarah,2,1529,79.390
VIC,228,Melbourne,41381,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,HUANG,Helen,6,40765,LP,Liberal,HUNT,Steph,7,397,20.610
VIC,233,Wannon,0,,,First Preferences,,0,40770,LP,Liberal,TEHAN,Dan,7,47312,80.530
VIC,233,Wannon,0,,,First Preferences,,0,40808,ALP,Australian Labor Party,MACKENZIE,Fiona,8,11438,19.470
VIC,233,Wannon,33601,IND,Independent,DYSON,Alex,1,40770,LP,Liberal,TEHAN,Dan,7,9797,28.800
VIC,233,Wannon,33601,IND,Independent,DYSON,Alex,1,40808,ALP,Australian Labor Party,MACKENZIE,Fiona,8,24215,71.200
VIC,233,Wannon,41544,FFPA,Family First,ELMES,Lee-Ann,2,40770,LP,Liberal,TEHAN,Dan,7,1591,77.050
VIC,233,Wannon,41544,FFPA,Family First,ELMES,Lee-Ann,2,40808,ALP,Australian Labor Party,MACKENZIE,Fiona,8,474,22.950
VIC,233,Wannon,41280,GVIC,The Greens,GAZZARD,Kate,3,40770,LP,Liberal,TEHAN,Dan,7,622,18.150
VIC,233,Wannon,41280,GVIC,The Greens,GAZZARD,Kate,3,40808,ALP,Australian Labor Party,MACKENZIE,Fiona,8,2805,81.850
VIC,233,Wannon,41388,CYA,Trumpet of Patriots,MCCAMISH,Julie Ann,4,40770,LP,Liberal,TEHAN,Dan,7,1301,72.720
VIC,233,Wannon,41388,CYA,Trumpet of Patriots,MCCAMISH,Julie Ann,4,40808,ALP,Australian Labor Party,MACKENZIE,Fiona,8,488,27.280
VIC,233,Wannon,41231,HMP,Legalise Cannabis Party,SWAN,Robbie,5,40770,LP,Liberal,TEHAN,Dan,7,1560,51.370
VIC,233,Wannon,41231,HMP,Legalise Cannabis Party,SWAN,Robbie,5,40808,ALP,Australian Labor Party,MACKENZIE,Fiona,8,1477,48.630
VIC,233,Wannon,41588,ON,Pauline Hanson's One Nation,CURTAIN,Leo,6,40770,LP,Liberal,TEHAN,Dan,7,3488,77.010
VIC,233,Wannon,41588,ON,Pauline Hanson's One Nation,CURTAIN,Leo,6,40808,ALP,Australian Labor Party,MACKENZIE,Fiona,8,1041,22.990
VIC,233,Wannon,41466,IND,Independent,ATKINSON,Bernadine,9,40770,LP,Liberal,TEHAN,Dan,7,367,46.220
VIC,233,Wannon,41466,IND,Independent,ATKINSON,Bernadine,9,40808,ALP,Australian Labor Party,MACKENZIE,Fiona,8,427,53.780
VIC,234,Wills,0,,,First Preferences,,0,40810,ALP,Australian Labor Party,KHALIL,Peter,2,39069,73.450
VIC,234,Wills,0,,,First Preferences,,0,40775,LP,Liberal,KIDNEY,Jeff,3,14121,26.550
VIC,234,Wills,41589,SAL,Socialist Alliance,BOLTON,Sue,1,40810,ALP,Australian Labor Party,KHALIL,Peter,2,8159,92.630
VIC,234,Wills,41589,SAL,Socialist Alliance,BOLTON,Sue,1,40775,LP,Liberal,KIDNEY,Jeff,3,649,7.370
VIC,234,Wills,41220,HMP,Legalise Cannabis Party,GLOVER,Margee,4,40810,ALP,Australian Labor Party,KHALIL,Peter,2,2350,76.620
VIC,234,Wills,41220,HMP,Legalise Cannabis Party,GLOVER,Margee,4,40775,LP,Liberal,KIDNEY,Jeff,3,717,23.380
VIC,234,Wills,41378,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,MILLER,Owen,5,40810,ALP,Australian Labor Party,KHALIL,Peter,2,869,77.450
VIC,234,Wills,41378,SOPA,FUSION | Planet Rescue | Whistleblower Protection | Innovation,MILLER,Owen,5,40775,LP,Liberal,KIDNEY,Jeff,3,253,22.550
VIC,234,Wills,41108,GVIC,The Greens,RATNAM,Samantha,6,40810,ALP,Australian Labor Party,KHALIL,Peter,2,37159,95.690
VIC,234,Wills,41108,GVIC,The Greens,RATNAM,Samantha,6,40775,LP,Liberal,KIDNEY,Jeff,3,1675,4.310
VIC,234,Wills,41315,LTP,Libertarian,VERSTEEGEN,Rachel,7,40810,ALP,Australian Labor Party,KHALIL,Peter,2,289,31.480
VIC,234,Wills,41315,LTP,Libertarian,VERSTEEGEN,Rachel,7,40775,LP,Liberal,KIDNEY,Jeff,3,629,68.520
VIC,234,Wills,41593,ON,Pauline Hanson's One Nation,STEVENS,Bruce,8,40810,ALP,Australian Labor Party,KHALIL,Peter,2,875,22.770
VIC,234,Wills,41593,ON,Pauline Hanson's One Nation,STEVENS,Bruce,8,40775,LP,Liberal,KIDNEY,Jeff,3,2967,77.230
WA,238,Curtin,0,,,First Preferences,,0,41244,LP,Liberal,WHITE,Tom,1,42436,73.090
WA,238,Curtin,0,,,First Preferences,,0,41359,ALP,Australian Labor Party,KO,Viktor Andrew,6,15626,26.910
WA,238,Curtin,41755,GRN,The Greens (WA) Inc,HEMSLEY,Kitty,2,41244,LP,Liberal,WHITE,Tom,1,901,10.940
WA,238,Curtin,41755,GRN,The Greens (WA) Inc,HEMSLEY,Kitty,2,41359,ALP,Australian Labor Party,KO,Viktor Andrew,6,7334,89.060
WA,238,Curtin,36589,IND,Independent,CHANEY,Kate,3,41244,LP,Liberal,WHITE,Tom,1,8314,24.490
WA,238,Curtin,36589,IND,Independent,CHANEY,Kate,3,41359,ALP,Australian Labor Party,KO,Viktor Andrew,6,25638,75.510
WA,238,Curtin,41657,ON,Pauline Hanson's One Nation,IRONSIDE,Alexander,4,41244,LP,Liberal,WHITE,Tom,1,2295,84.040
WA,238,Curtin,41657,ON,Pauline Hanson's One Nation,IRONSIDE,Alexander,4,41359,ALP,Australian Labor Party,KO,Viktor Andrew,6,436,15.960
WA,238,Curtin,42076,HMP,Legalise Cannabis Party,MULHOLLAND,Fred,5,41244,LP,Liberal,WHITE,Tom,1,1003,42.360
WA,238,Curtin,42076,HMP,Legalise Cannabis Party,MULHOLLAND,Fred,5,41359,ALP,Australian Labor Party,KO,Viktor Andrew,6,1365,57.640
WA,240,Fremantle,0,,,First Preferences,,0,41377,ALP,Australian Labor Party,WILSON,Josh,3,39427,67.190
WA,240,Fremantle,0,,,First Preferences,,0,41256,LP,Liberal,MARSTON,Tait,5,19254,32.810
WA,240,Fremantle,42074,IND,Independent,HULETT,Kate,1,41377,ALP,Australian Labor Party,WILSON,Josh,3,17177,73.090
WA,240,Fremantle,42074,IND,Independent,HULETT,Kate,1,41256,LP,Liberal,MARSTON,Tait,5,6323,26.910
WA,240,Fremantle,41841,CEC,Citizens Party,BIRD,John Alexander,2,41377,ALP,Australian Labor Party,WILSON,Josh,3,501,53.760
WA,240,Fremantle,41841,CEC,Citizens Party,BIRD,John Alexander,2,41256,LP,Liberal,MARSTON,Tait,5,431,46.240
WA,240,Fremantle,41789,GRN,The Greens (WA) Inc,WARNE,Amy,4,41377,ALP,Australian Labor Party,WILSON,Josh,3,10719,90.820
WA,240,Fremantle,41789,GRN,The Greens (WA) Inc,WARNE,Amy,4,41256,LP,Liberal,MARSTON,Tait,5,1083,9.180
WA,240,Fremantle,41708,ON,Pauline Hanson's One Nation,MARRINER,Hannah,6,41377,ALP,Australian Labor Party,WILSON,Josh,3,1546,24.760
WA,240,Fremantle,41708,ON,Pauline Hanson's One Nation,MARRINER,Hannah,6,41256,LP,Liberal,MARSTON,Tait,5,4699,75.240
WA,240,Fremantle,40671,SAL,Socialist Alliance,LAST,Joshua,7,41377,ALP,Australian Labor Party,WILSON,Josh,3,775,79.900
WA,240,Fremantle,40671,SAL,Socialist Alliance,LAST,Joshua,7,41256,LP,Liberal,MARSTON,Tait,5,195,20.100
